Probe	ADCADN	ATRX	AUTS18	BAFopathy	BFLS	CdLS	CHARGE	Control	Down	Dup7	EEOC	FLHS	GTPTS	HMA	HVDAS_C	HVDAS_T	ICF1	ICF2_3_4	Kabuki	KDVS	Kleefstra	MRD51	MRX93	MRX97	MRXSCJ	MRXSN	MRXSSR	RMNS	RSTS	SBBYSS	SETD1B	Sotos	TBRS	WDSTS	Williams
cg04750536	0.5928364	0.3884125	0.3727705	0.400672	0.3904864	0.4299648	0.4112454	0.4076631	0.4113231	0.4057735	0.3635634	0.3950669	0.3812411	0.4369406	0.3952493	0.3831726	0.4065373	0.3787146	0.4294909	0.3863434	0.3756617	0.3903259	0.4107532	0.3959571	0.3946434	0.4379723	0.3771308	0.4071903	0.4121035	0.3518676	0.4314731	0.3887528	0.3586997	0.3547638	0.3804761
cg01635346	0.4781622	0.3867042	0.244008	0.3180826	0.2846005	0.2829657	0.2942951	0.2951686	0.3655074	0.3444662	0.2999418	0.3501376	0.2605457	0.3972229	0.2912112	0.2782276	0.3006772	0.196938	0.275105	0.3464896	0.2495249	0.306804	0.3103685	0.293548	0.3443729	0.3301482	0.2944669	0.3053453	0.2861024	0.2376849	0.3317662	0.3136842	0.2627777	0.2620553	0.2637388
cg09728985	0.6712391	0.7289294	0.6875243	0.7771712	0.7068327	0.7425789	0.8036177	0.7847749	0.7379091	0.8276104	0.7425347	0.7946245	0.7641232	0.8119947	0.7721133	0.7050364	0.6535711	0.827121	0.8009751	0.7679664	0.7392431	0.7749806	0.7240216	0.712094	0.7648206	0.7482816	0.7224803	0.6796176	0.7524135	0.6983328	0.789935	0.57808	0.7015178	0.7628932	0.8179369
cg16995768	0.8213941	0.5846845	0.5846511	0.6845427	0.6285204	0.6337073	0.6423879	0.6437328	0.6442038	0.7093019	0.5902304	0.6923009	0.7097909	0.7847991	0.6373091	0.5811695	0.6352785	0.5052348	0.6337101	0.6386418	0.5636668	0.6566356	0.6416074	0.5822306	0.6960408	0.7191482	0.641807	0.7069117	0.6321995	0.5778779	0.6564561	0.5482965	0.597372	0.6169116	0.6504549
cg01679262	NA	0.3402559	0.3008982	0.3873931	0.3480152	0.3689497	0.3448159	0.3647034	0.3941857	0.3927543	0.3124331	0.4039811	0.3568843	0.4289863	0.3697246	0.3059919	0.3673327	0.2656149	0.3777477	0.3539884	0.2935528	0.3317766	0.3751673	0.3268295	0.3574406	0.412661	0.3793137	0.4405671	0.3561072	0.2845201	0.4338257	0.2497089	0.3006497	0.3221303	0.3923291
cg13103143	0.4673933	0.4550972	0.3995046	0.4542742	0.450058	0.4181846	0.4835262	0.4661848	0.4096548	0.4685204	0.4490253	0.4718589	0.4181859	0.4786928	0.408396	0.4438961	0.4481057	0.4337428	0.4627025	0.4571571	0.4305462	0.4690056	0.4703043	0.437868	0.473849	0.4862182	0.4471425	0.4448722	0.3979451	0.354348	0.4518432	0.4382876	0.4471282	0.3888799	0.5000581
cg25596754	1	0.8468309	0.8704246	0.90031	0.8468788	0.8658696	0.8796496	0.890746	0.909623	0.9172006	0.8419926	0.9036627	0.8412169	0.8830027	0.8756785	0.8429115	0.8927753	0.8090698	0.8652554	0.8403997	0.8716491	0.8521986	0.86742	0.8383469	0.8884434	0.9015757	0.8697366	0.8812016	0.8755596	0.8251295	0.8994247	0.849937	0.8168017	0.8549235	0.8882183
cg18864674	0.4169133	0.2611304	0.2144674	0.2169962	0.2598199	0.1942025	0.2560268	0.2439986	0.2205988	0.2707253	0.2207396	0.2530026	0.1992896	0.3038843	0.2300424	0.1974613	0.2740228	0.2709104	0.2295733	0.2284806	0.2349014	0.2398721	0.2480673	0.2162298	0.2331436	0.2381576	0.2313927	0.1992971	0.2114505	0.1917698	0.2570932	0.2019477	0.1966985	0.2106217	0.2681634
cg27294582	NA	0.19715558	0.17712862	0.17049833	0.19053692	0.15858615	0.18687002	0.19779899	0.17722178	0.22525337	0.12936036	0.20304052	0.09019524	0.17110115	0.17554268	0.18218417	0.19951881	0.20644424	0.19555275	0.17835133	0.18758822	0.20292806	0.2089753	0.20191842	0.19571237	0.18744192	0.18090238	0.1738306	0.17323315	0.13834104	0.21304009	0.23589031	0.15238725	0.20182614	0.21009414
cg21035883	0.7566166	0.6535739	0.6417988	0.6420414	0.6631462	0.625803	0.6677216	0.6328278	0.6144722	0.6288171	0.6334344	0.6441531	0.7547088	0.6307627	0.6101566	0.6196487	0.6377974	0.4100082	0.6311667	0.6485113	0.5974116	0.6093348	0.6050955	0.5822421	0.6119677	0.6383417	0.6202671	0.6054993	0.6449947	0.5666414	0.6298069	0.6602418	0.6058445	0.5910766	0.6537149
cg09225462	0.36964846	0.15631264	0.13909079	0.14510426	0.1488977	0.14547637	0.16447516	0.16724757	0.15106885	0.17626694	0.14002634	0.17953119	0.09367189	0.18778841	0.15284552	0.14529988	0.12876203	0.16220115	0.14567614	0.13010552	0.16020981	0.19988769	0.17850508	0.17670407	0.16724617	0.15749464	0.1955509	0.12669173	0.14229606	0.11507581	0.19508449	0.20490505	0.1589676	0.16065643	0.1596457
cg07475390	0.18489653	0.11497915	0.12063942	0.1184765	0.1253579	0.13037693	0.14204318	0.12718636	0.11103516	0.12756445	0.12899626	0.12661837	0.13974167	0.18609639	0.15874162	0.08375901	0.11318367	0.09696843	0.12655321	0.09605759	0.11817523	0.15607049	0.15612336	0.12597519	0.12177104	0.12644191	0.14406991	0.09780261	0.12035359	0.09116861	0.13590825	0.12129812	0.12657222	0.13450626	0.15886238
cg10521480	0.4860478	0.3176401	0.3112771	0.3815846	0.3571858	0.3413463	0.3544053	0.3686716	0.3612963	0.3660146	0.3323156	0.4189118	0.402326	0.4708057	0.3419456	0.3022983	0.3790494	0.2934207	0.3568835	0.3464758	0.3401475	0.3625174	0.3936728	0.3414302	0.3949646	0.4024134	0.3611536	0.4042704	0.3586139	0.2866648	0.4064719	0.2643942	0.3129411	0.3530357	0.3987281
cg01437515	0.10562214	0.11876489	0.09044785	0.13302714	0.10268145	0.04633648	0.12081116	0.10767515	0.04642317	0.11829507	0.0595114	0.17552931	0.06118518	0.18166266	0.06804513	0.10806238	0.14916575	0.10569254	0.1000747	0.07541783	0.1431551	0.0796417	0.08734361	0.06226635	0.08097073	0.09652057	0.11490302	0.08538724	0.1037385	0.03532613	0.14155457	0.06462926	0.07802999	0.08583848	0.10628504
cg12243453	0.6697811	0.4622732	0.4662458	0.5212565	0.4731479	0.4786311	0.4546178	0.4893179	0.4741677	0.5116554	0.4544397	0.5200596	0.4077457	0.5353523	0.4649103	0.4726346	0.4643819	0.4052618	0.4703741	0.4466797	0.5118706	0.5096008	0.5024211	0.4612724	0.495467	0.5486061	0.4785673	0.5454004	0.4877935	0.4340344	0.5526087	0.3474623	0.4063186	0.472205	0.4438723
cg08928753	0.8696298	0.9757522	0.8729304	0.9747096	0.8298191	0.9130763	0.9840675	0.9679796	0.9434379	0.9735009	0.9856784	0.9134525	0.9775288	0.9888302	0.9770033	0.9760944	0.8171167	0.9497359	0.9842247	0.9287467	0.9749019	0.9681033	0.9460772	0.9666048	0.9225136	0.9983686	0.9675855	0.9144125	0.9487905	0.9965374	0.9597035	0.927186	0.8039121	0.978101	0.9911206
cg17103314	0.9664054	0.8501536	0.8207393	0.8507282	0.840946	0.8393974	0.8771069	0.8564737	0.8162348	0.8843714	0.8474562	0.8402362	0.8547993	0.8434858	0.838687	0.8468826	0.8622165	0.7165354	0.8505216	0.8640227	0.8407763	0.833936	0.8333806	0.8411467	0.8508558	0.8552387	0.8455402	0.8437594	0.8353755	0.8120285	0.8585852	0.8676772	0.8298612	0.8368552	0.8760048
cg19980929	0.7726874	0.7710265	0.6988515	0.7563663	0.7525063	0.7637654	0.7852072	0.7618079	0.7368891	0.8111346	0.6963376	0.8010926	0.7729966	0.7607614	0.7289986	0.7554601	0.7801233	0.7685653	0.7562639	0.7627727	0.7387086	0.758551	0.7425932	0.6942979	0.7362279	0.7917842	0.695107	0.6488858	0.7288844	0.6969716	0.7666144	0.6923353	0.6357591	0.7275099	0.7664753
cg24684168	0.3215999	0.1649054	0.1744426	0.1715313	0.1430808	0.1702176	0.1776681	0.1823796	0.1911415	0.1739231	0.1543897	0.202673	0.1348336	0.2138433	0.1703537	0.1489523	0.149288	0.1607632	0.1824352	0.1537645	0.1681018	0.1995967	0.214559	0.1930041	0.1766972	0.2584544	0.2100061	0.1332095	0.1704966	0.1302743	0.2875349	0.1945882	0.158466	0.1750208	0.1877778
cg23449544	0.3844139	0.3586526	0.3428547	0.3869145	0.3564338	0.3209552	0.4038866	0.3645818	0.2978487	0.3806092	0.2837276	0.3400413	0.3270948	0.4199095	0.37254	0.3383058	0.4112155	0.2573043	0.3474858	0.3908669	0.3015974	0.3375461	0.3659602	0.3464209	0.3571008	0.3501406	0.3843835	0.3391119	0.3090402	0.2510992	0.3744646	0.3236074	0.3042125	0.2967029	0.3607946
cg20815992	NA	0.8030047	0.8157158	0.815451	0.8386063	0.7825157	0.827854	0.8356896	0.7970167	0.8506502	0.8089319	0.8342642	0.8155392	0.8235816	0.8208848	0.8156788	0.8395593	0.7820588	0.8296819	0.8368624	0.7865662	0.8238286	0.8007407	0.7976947	0.8468585	0.825923	0.8166489	0.8658338	0.8058173	0.769362	0.8434578	0.6820094	0.7484263	0.7799521	0.866851
cg18317554	0.72033	0.6682147	0.6584115	0.6547525	0.6473815	0.6830921	0.7113493	0.671424	0.6000323	0.682245	0.6722732	0.7229356	0.6318378	0.6865229	0.7247798	0.6988634	0.6990118	0.6541207	0.6826337	0.6826781	0.5923301	0.6360767	0.6647439	0.7079484	0.6757125	0.5914746	0.675148	0.6111745	0.648494	0.6176072	0.7108499	0.5871094	0.5865194	0.643279	0.6495077
cg05412531	1	0.8706731	0.8757537	0.8754513	0.8684029	0.8742912	0.8698039	0.8669831	0.8486021	0.8679762	0.8347044	0.8622311	0.8414218	0.8400321	0.8515765	0.8631461	0.8848814	0.8541987	0.8604936	0.8707926	0.8424574	0.8452429	0.8622003	0.8590565	0.8530202	0.8498868	0.852735	0.8813439	0.8741988	0.8275619	0.8644139	0.8452636	0.8454164	0.8299813	0.8608081
cg04525673	0.9962574	0.876949	0.8678556	0.8980356	0.8791517	0.8905555	0.907197	0.9030036	0.8851614	0.9238445	0.9100647	0.90469	0.8903532	0.9010555	0.9046461	0.8493127	0.9249345	0.8045547	0.8953376	0.9126158	0.8924	0.8959287	0.8729653	0.8862817	0.8975651	0.9019043	0.8793958	0.8884416	0.8967487	0.8561817	0.9162105	0.8731704	0.8597986	0.8871194	0.9356511
cg09511547	1	0.8962353	0.9010965	0.9008592	0.8951686	0.8935829	0.9329326	0.9135863	0.8921561	0.9418887	0.908919	0.8982165	0.903472	0.867251	0.8786055	0.8862179	0.9296098	0.9122461	0.9036751	0.9085088	0.8937375	0.8662002	0.8622446	0.8947777	0.8997498	0.8866233	0.8809266	0.8951991	0.8976105	0.8833974	0.906199	0.924164	0.8995517	0.9013584	0.9372297
cg22434594	NA	0.4940001	0.5018056	0.4765301	0.4881713	0.484085	0.5295042	0.5203602	0.5174213	0.5532868	0.470759	0.5150242	0.439254	0.5078637	0.4776841	0.4893116	0.5426025	0.4956717	0.4734089	0.5055709	0.4771139	0.4791451	0.484537	0.4931912	0.5329059	0.4815356	0.5028071	0.4601963	0.4810802	0.4268133	0.5045783	0.418889	0.4029346	0.4705982	0.4951904
cg07839313	0.4960691	0.5141515	0.5065722	0.5407067	0.5577778	0.5361493	0.5666515	0.5300182	0.5461697	0.5839194	0.5854084	0.4722144	0.5186694	0.5606596	0.4907931	0.5086207	0.512242	0.5356454	0.5076321	0.4634613	0.5773581	0.5045467	0.5428227	0.53764	0.5699411	0.7118482	0.5348266	0.47443	0.5312778	0.5510232	0.8533657	0.5756639	0.4104399	0.5607403	0.5648684
cg11781718	NA	0.18263619	0.20921901	0.17206261	0.12723466	0.17024966	0.1541534	0.17732278	0.19630667	0.18999232	0.15617767	0.10694927	0.10423228	0.22877957	0.1958168	0.17290963	0.14977352	0.24449512	0.19561896	0.09246977	0.14851003	0.22524282	0.21446307	0.21916961	0.14504171	0.35508612	0.18022901	0.0575857	0.19329899	0.17415813	0.65783033	0.09756419	0.08704125	0.17889857	0.20511401
cg05313153	0.5312689	0.411459	0.415673	0.3719113	0.529644	0.3816247	0.4111845	0.4119325	0.3941361	0.451359	0.3196034	0.4313295	0.3681495	0.5065764	0.4098474	0.3989064	0.4655639	0.4120417	0.3683614	0.393322	0.3823969	0.4100263	0.462392	0.4513413	0.4952934	0.4281714	0.3754986	0.3144531	0.3429567	0.4065668	0.8004211	0.2759964	0.2103714	0.396447	0.3903461
cg05194618	0.1036065	0.14444753	0.17029457	0.19707407	0.07561788	0.21689614	0.2118937	0.19282217	0.30385735	0.20030502	0.17404409	0.21490305	0.20845325	0.31980936	0.26759762	0.1778821	0.0952567	0.18259975	0.17690427	0.25230019	0.25488976	0.27199269	0.27938894	0.21466941	0.21897532	0.67159128	0.21457113	0.08413717	0.20150368	0.18821702	0.6867311	0.10460261	0.1536915	0.31006314	0.21786945
cg11416874	NA	0.12801588	0.11284257	0.10180802	0.09579721	0.09887343	0.12903818	0.1209306	0.09768265	0.15501786	0.17712499	0.16581823	0.07613536	0.11704928	0.08801311	0.11408581	0.12164454	0.13122384	0.09986955	0.08424773	0.10845412	0.12113928	0.12818221	0.1231918	0.1023544	0.53328366	0.13026857	0.06712184	0.08881374	0.09111696	0.44775051	0.22337858	0.10235471	0.12113858	0.16529061
cg19905587	0.23093839	0.14465845	0.1037079	0.12582322	0.14885981	0.11154952	0.14799611	0.13408328	0.17133362	0.1416235	0.15581071	0.13308855	0.09153421	0.13190081	0.11187296	0.13480064	0.11060766	0.11915952	0.10138464	0.11724901	0.1504851	0.13947615	0.15478211	0.1545694	0.13717554	0.42487127	0.16932453	0.07913084	0.09852752	0.11246631	0.40747471	0.1979346	0.11781313	0.12659925	0.14937506
cg22417733	0.26456739	0.17873241	0.17690643	0.11522286	0.15320507	0.12427483	0.11956714	0.16466356	0.16297689	0.14181097	0.1032396	0.13222013	0.06203079	0.13398099	0.15376969	0.15087427	0.16272353	0.11318536	0.10751908	0.13661074	0.16701909	0.22366987	0.21788755	0.21348444	0.19163549	0.24898927	0.18770548	0.08649552	0.10108074	0.10363901	0.50057912	0.20185185	0.10145094	0.11059253	0.18802714
cg21250296	0.13524282	0.06941706	0.10079136	0.10270793	0.09578316	0.11501221	0.0944385	0.08912159	0.0959199	0.08257491	0.07984208	0.05365784	0.05803922	0.38138333	0.07828384	0.13393956	0.11237519	0.08968379	0.09435909	0.06930388	0.11648502	0.11317182	0.12367729	0.11780986	0.06322507	0.19516919	0.13014666	0.07191514	0.09392385	0.10883923	0.41004577	0.06664616	0.07525264	0.12295837	0.13730341
cg05654364	0.217676	0.128775	0.1849496	0.1360449	0.1160109	0.1511421	0.1626195	0.153976	0.1187795	0.1325345	0.2422005	0.1460537	0.1057989	0.1289972	0.1408497	0.1535425	0.1483943	0.1499259	0.1203944	0.1259724	0.1341546	0.1763944	0.148806	0.1623865	0.1380542	0.6989212	0.1912929	0.1064474	0.1310642	0.1156973	0.5537761	0.3170935	0.1360462	0.1702539	0.1978657
cg20698421	0.4084876	0.5368848	0.5405367	0.4913252	0.3959433	0.5726852	0.5433089	0.5247175	0.5101061	0.5879038	0.4259282	0.4756526	0.4829621	0.5874145	0.4886752	0.6059016	0.4771255	0.5527458	0.4011496	0.5315743	0.5728958	0.4901943	0.4987932	0.5018361	0.4716207	0.6289458	0.5460017	0.3999476	0.5109775	0.5203986	0.8020213	0.4434439	0.3445166	0.5574575	0.580944
cg14960293	0.15917388	0.10646777	0.08973899	0.09934383	0.06466454	0.08114089	0.1075275	0.10262116	0.10023879	0.12137258	0.10170032	0.11200874	0.0816627	0.15728039	0.09435664	0.10419686	0.09305108	0.09082724	0.07493919	0.08132418	0.10506879	0.11325422	0.11114116	0.10605432	0.10193097	0.39913771	0.13303593	0.06357245	0.07086769	0.07971813	0.32164545	0.11867168	0.08289304	0.10235605	0.13895066
cg20773320	0.13313658	0.10193937	0.10586117	0.10098588	0.1393982	0.08259913	0.11985955	0.10422174	0.09285749	0.10157141	0.16187324	0.0863432	0.07575606	0.12109733	0.09385908	0.13673318	0.11723577	0.10816579	0.07442247	0.07904615	0.11724617	0.10903366	0.10827	0.12874802	0.1072289	0.34615068	0.12788437	0.06893002	0.07504718	0.10754859	0.39122252	0.13888713	0.07978842	0.09485983	0.15935861
cg17009869	0.14288774	0.12958257	0.1194148	0.10412486	0.08687549	0.10370648	0.12181819	0.11466139	0.09655008	0.10359879	0.19235801	0.10250258	0.07682583	0.12343104	0.09848203	0.10107146	0.11371982	0.10989514	0.09277394	0.08817098	0.10892947	0.14063897	0.13842913	0.12855844	0.11030431	0.4898215	0.13789694	0.07679498	0.08623654	0.08782297	0.36271076	0.21680769	0.10373003	0.11480916	0.13822845
cg25628310	0.15546318	0.12698823	0.08143034	0.09648478	0.07898632	0.08427414	0.10655011	0.09985501	0.11649036	0.12632229	0.09780859	0.09750629	0.08459755	0.12090085	0.09392751	0.09955589	0.08642936	0.10265761	0.06828369	0.06262564	0.12193599	0.11327798	0.11887474	0.09743863	0.09402373	0.37710686	0.13199367	0.06335229	0.06590254	0.07846331	0.33974272	0.12268464	0.09095181	0.10684802	0.1045435
cg17866778	0.37535515	0.24753461	0.14633798	0.20128014	0.12316426	0.21198452	0.29850919	0.27778372	0.36419761	0.29577178	0.24183551	0.21716547	0.17479364	0.47897393	0.15731373	0.19857401	0.36783366	0.33934445	0.29321528	0.09004766	0.25144941	0.17598193	0.24028591	0.2666319	0.17376744	0.52296884	0.1437277	0.08592328	0.21038744	0.24582761	0.61775525	0.08397031	0.14733462	0.25364789	0.38192355
cg24669602	NA	0.5109046	0.4260309	0.511765	0.23431	0.4405714	0.5843419	0.5435386	0.6237953	0.7015566	0.4628872	0.5790971	0.5584178	0.498068	0.4556761	0.5305282	0.3883041	0.5631938	0.381488	0.4371347	0.4958942	0.4008868	0.3950592	0.4425626	0.5260416	0.7995893	0.5802103	0.2883387	0.2962436	0.4019434	0.8490014	0.577022	0.3571159	0.4428493	0.6675152
cg04411156	0.12050226	0.0876636	0.05835897	0.06952409	0.05588749	0.06044301	0.07685559	0.07122262	0.07500711	0.07909052	0.06256205	0.07504014	0.0518016	0.08850056	0.06541432	0.07177104	0.08047072	0.08055674	0.05727231	0.04684487	0.08176357	0.08741599	0.09106541	0.07526694	0.06861856	0.30293456	0.09130276	0.05408159	0.05343391	0.0604436	0.25879924	0.08602174	0.06252267	0.06779696	0.08431174
cg16416715	0.3052064	0.1940924	0.1589119	0.1764267	0.2130512	0.1625999	0.2392343	0.1814106	0.2042292	0.1749953	0.4060019	0.1841047	0.1835411	0.1638269	0.1493506	0.2041113	0.1638371	0.1616611	0.1291752	0.1591631	0.1842131	0.1565343	0.2019843	0.1784556	0.226533	0.456879	0.2044674	0.1185126	0.1101746	0.1579784	0.4840536	0.2920394	0.1613587	0.1521525	0.1813027
cg13680696	0.15683851	0.11340666	0.08852586	0.09473001	0.06231988	0.07233021	0.09934079	0.10258399	0.09861988	0.14082061	0.08926818	0.09961342	0.05416088	0.10530739	0.09429859	0.09951635	0.13669139	0.11957586	0.07305334	0.06674062	0.09394238	0.11399514	0.12246699	0.10320043	0.09267395	0.17608679	0.10723873	0.0849809	0.06566521	0.08541551	0.33814307	0.11747636	0.06212862	0.09681761	0.1134724
cg00496272	0.2478258	0.1632203	0.1378586	0.1669944	0.1225734	0.1321867	0.1601764	0.1534325	0.1914858	0.1573825	0.1925254	0.1238742	0.1276523	0.1597129	0.1358987	0.1252072	0.1392215	0.1355693	0.1328947	0.1216174	0.1682593	0.1801231	0.1864283	0.1594901	0.135612	0.2434007	0.1574071	0.1135266	0.1214253	0.1552968	0.3501507	0.1481137	0.122874	0.1662978	0.15883
cg07972954	0.3620473	0.2437155	0.2290051	0.2286215	0.2392288	0.2154139	0.2532027	0.2486876	0.2479759	0.2180667	0.3258505	0.2156005	0.1921267	0.2004246	0.249206	0.2425662	0.218202	0.2329964	0.2111412	0.2228365	0.272438	0.2315426	0.2426365	0.2836107	0.2676099	0.4901285	0.2701116	0.1666997	0.1884687	0.2161965	0.4916573	0.2975217	0.1960942	0.2283765	0.2772893
cg01083131	0.4340013	0.3600292	0.3333414	0.383679	0.3074386	0.3417974	0.4132228	0.3749408	0.4021416	0.3944402	0.4156508	0.3294477	0.3502394	0.3541293	0.3328681	0.3229013	0.3178279	0.3479187	0.3335993	0.3178952	0.3702475	0.3612651	0.3798123	0.3593086	0.3519459	0.4719875	0.3641304	0.3060498	0.3059788	0.3516222	0.5972765	0.3678874	0.3137566	0.3907422	0.375874
cg00875541	0.6071022	0.5026689	0.51992	0.5359942	0.5300297	0.5228789	0.5428911	0.5378166	0.4686471	0.5995177	0.5351866	0.4797422	0.5130059	0.5659138	0.5019486	0.5188001	0.5344139	0.5479085	0.5377989	0.5209916	0.5693604	0.5114656	0.5193133	0.5130117	0.5002955	0.5840417	0.5352606	0.5253859	0.5110533	0.5409663	0.7491711	0.5213208	0.5075284	0.532892	0.5740257
cg01005506	0.3595367	0.3221951	0.3178238	0.2721101	0.3124209	0.229256	0.240015	0.2946417	0.2996929	0.2951002	0.3177274	0.2527167	0.166529	0.2210304	0.2463118	0.293924	0.2834798	0.2593403	0.1857581	0.2839505	0.2892742	0.2888014	0.3208793	0.3131427	0.2922327	0.3805012	0.2871645	0.1727626	0.1959843	0.2382573	0.5330864	0.3236906	0.1984932	0.2724547	0.2629298
cg04431133	0.678702	0.4884914	0.482441	0.5239389	0.4990039	0.5083893	0.5475553	0.5324684	0.4755904	0.5329498	0.5027561	0.5024492	0.4913824	0.5105564	0.4829642	0.5229325	0.3644622	0.5276558	0.4966235	0.4806245	0.5271471	0.5425191	0.5132988	0.5266778	0.5006321	0.6921932	0.5381297	0.4713444	0.4654303	0.501295	0.7534394	0.5881915	0.4698043	0.5150967	0.5844406
cg14016875	0.364013	0.4749179	0.4220348	0.3935582	0.4586418	0.4151698	0.3762644	0.4200865	0.456265	0.4339179	0.3521182	0.4599579	0.3734515	0.4711426	0.3791909	0.4495755	0.469177	0.4904997	0.3951771	0.4804488	0.4667883	0.4285514	0.457421	0.4929389	0.439649	0.4368326	0.4178275	0.2652019	0.3850146	0.4269729	0.7061446	0.2260548	0.2202896	0.4204326	0.3352453
cg04777971	0.3125704	0.1737854	0.1685711	0.1615516	0.1360173	0.1651658	0.1854319	0.1777398	0.1470959	0.1747557	0.1748849	0.1796135	0.1237577	0.2035678	0.1515119	0.176484	0.1972051	0.1628305	0.1401393	0.166852	0.1724241	0.1679038	0.1918347	0.194633	0.1872316	0.3121664	0.1949115	0.1234005	0.1459999	0.1623084	0.374118	0.2064285	0.1059353	0.1622026	0.1762611
cg18211066	NA	0.2425206	0.228067	0.2238391	0.1986862	0.2182891	0.25203	0.2562615	0.2169209	0.2660855	0.2613989	0.2418225	0.24366	0.1720489	0.1501433	0.1823477	0.2700719	0.2821707	0.2543011	0.279305	0.2170363	0.2694471	0.2724239	0.2824437	0.2490881	0.2722579	0.2330573	0.1145807	0.2058371	0.2215611	0.5029076	0.2394152	0.1066182	0.2241183	0.2902653
cg15233611	0.5622009	0.4131806	0.3596183	0.4515734	0.3053903	0.3668465	0.3995086	0.3987937	0.5053652	0.4012687	0.5472902	0.4290817	0.4157571	0.3650457	0.4008933	0.435706	0.3348005	0.3794161	0.38001	0.3617627	0.4551466	0.4007359	0.3559468	0.4403315	0.4739564	0.560685	0.4420136	0.2949607	0.2897595	0.4486293	0.6715708	0.4164618	0.3144848	0.46019	0.4329004
cg07285708	0.12230679	0.12992686	0.09139477	0.10267748	0.11257505	0.10357691	0.11227767	0.10278282	0.09067223	0.11355826	0.09268871	0.07894156	0.08537261	0.1328908	0.08565393	0.10080202	0.12830234	0.09017334	0.10363456	0.0876396	0.10385616	0.11126782	0.11540104	0.1112247	0.09520803	0.12856303	0.1225132	0.07637306	0.08365306	0.09252022	0.2612167	0.13180122	0.08927679	0.10411359	0.16031451
cg07478773	0.19335989	0.13149173	0.09314238	0.12133727	0.15333451	0.09599793	0.13938966	0.12591769	0.10266678	0.12710994	0.1228784	0.10252471	0.11232336	0.14107438	0.10866831	0.12383402	0.16570656	0.14231041	0.09985588	0.09288186	0.1260309	0.10978534	0.13878301	0.12723008	0.12384392	0.19054405	0.13050874	0.0705839	0.08407225	0.1088943	0.27787627	0.16245251	0.08480002	0.10458691	0.12711547
cg00988037	0.7333004	0.5480373	0.5079687	0.5458332	0.5742917	0.5244967	0.5727738	0.5684399	0.5662159	0.6196512	0.6040992	0.5737865	0.5284328	0.4743472	0.4617031	0.575938	0.6157563	0.6393751	0.5459521	0.4904578	0.5138324	0.4914054	0.5117789	0.5245157	0.590282	0.6812203	0.5440144	0.4788645	0.4693647	0.5723779	0.6794523	0.6118272	0.4012603	0.5420299	0.5901646
cg05734456	0.2482569	0.1655093	0.1382023	0.1405895	0.1427667	0.1327063	0.1518883	0.1453345	0.1352983	0.1414225	0.124822	0.1305393	0.1321903	0.20528	0.1446078	0.1191756	0.1672358	0.1643273	0.1298499	0.1318622	0.1661831	0.1817242	0.1765251	0.1490922	0.1734748	0.1330689	0.1577352	0.1176498	0.1281198	0.1496124	0.366109	0.1262913	0.1182377	0.1641783	0.1509822
cg25618424	0.65824	0.5392201	0.475687	0.6330904	0.544173	0.5919608	0.6170057	0.5620762	0.5876259	0.6270329	0.6938443	0.5649327	0.6686067	0.6421239	0.5496231	0.5310895	0.6577141	0.7205286	0.5855438	0.5241072	0.582366	0.5792904	0.5355333	0.5168315	0.5826667	0.7158523	0.5486118	0.5083012	0.5384135	0.6123187	0.7751695	0.4910732	0.4476264	0.7308907	0.5594212
cg10424530	0.2166199	0.2081826	0.1683705	0.2072109	0.1864012	0.19784	0.2324193	0.2022815	0.1705868	0.2289414	0.1962504	0.2065969	0.2114247	0.267856	0.2003917	0.2306172	0.2438294	0.1896772	0.1975432	0.1770293	0.1907147	0.1967054	0.2188032	0.1833168	0.1738584	0.248507	0.2155572	0.1791542	0.167317	0.1898763	0.4103464	0.2372531	0.1676546	0.1859606	0.2238586
cg06670599	0.6300819	0.6090561	0.6185068	0.6146727	0.6168593	0.6051365	0.6706589	0.6234595	0.6866614	0.751763	0.7512884	0.5937743	0.5982578	0.5261848	0.5996966	0.622775	0.5984767	0.6269396	0.5523054	0.5670672	0.6359954	0.6074895	0.5804402	0.6105622	0.5893978	0.7981682	0.6058664	0.5179626	0.5795445	0.6448393	0.8366768	0.7453182	0.5715358	0.6028957	0.6767356
cg06230848	0.2461123	0.2193002	0.1837408	0.1183402	0.1318493	0.1257587	0.1732763	0.1567314	0.2269106	0.1033921	0.1154333	0.1012376	0.0879439	0.1627225	0.1743082	0.0986215	0.144308	0.1280922	0.1272796	0.1167977	0.2010254	0.1816706	0.179338	0.1795828	0.1163036	0.2738674	0.2304022	0.103199	0.107999	0.1713035	0.4046218	0.2017835	0.1101932	0.2601701	0.2751012
cg12589538	0.6749851	0.5056718	0.4946428	0.5612457	0.479278	0.5888583	0.5732792	0.523275	0.4922507	0.5203566	0.6016746	0.4780372	0.5317037	0.58273	0.56471	0.5401271	0.4814428	0.4485806	0.5020486	0.5159938	0.5685057	0.5183273	0.5184617	0.5365422	0.5566595	0.68776	0.5885912	0.4622913	0.4974561	0.5304919	0.7798414	0.592117	0.4567313	0.5388638	0.5545793
